id_tableau,titre_tableau,source,categorie,2013,2014
13.21,Repartition des IPT selon les branches d activites en Millions BIF,ISTEEBU/Enquête sur les investissements directs étrangers (EIDEB),ACTIVITES FINANCIERES ET D'ASSURANCE,"3259,8","5454,3"
13.21,Repartition des IPT selon les branches d activites en Millions BIF,ISTEEBU/Enquête sur les investissements directs étrangers (EIDEB),TRANSPORTS ET ENTREPOSAGE,"721,4","712,4"
13.21,Repartition des IPT selon les branches d activites en Millions BIF,ISTEEBU/Enquête sur les investissements directs étrangers (EIDEB),ACTIVITES DE FABRICATION,"14,7","14,6"
13.21,Repartition des IPT selon les branches d activites en Millions BIF,ISTEEBU/Enquête sur les investissements directs étrangers (EIDEB),INFORMATION ET COMMUNICATION,"14,6","11,8"
13.21,Repartition des IPT selon les branches d activites en Millions BIF,ISTEEBU/Enquête sur les investissements directs étrangers (EIDEB),HEBERGEMENT ET RESTAURATION,"3,2","114,2"
13.21,Repartition des IPT selon les branches d activites en Millions BIF,ISTEEBU/Enquête sur les investissements directs étrangers (EIDEB),CONSTRUCTION,"3,2","3,2"
13.21,Repartition des IPT selon les branches d activites en Millions BIF,ISTEEBU/Enquête sur les investissements directs étrangers (EIDEB),"ACTIVITES ARTISTIQUES, SPORTIVES ET RECREATIVES","1,5","1,8"
