id_tableau,titre_tableau,source,categorie,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
3.04,Température maximum annuelle par  station météorologique (en °C),IGEBU,Bubanza - Imbo - Sems,-,-,-,"35,8",35,"29,8",-,-,"34,4","35,1","31,3","31,2","30,6"
3.04,Température maximum annuelle par  station météorologique (en °C),IGEBU,Cibitoke - Mparambo,-,-,-,-,-,31,"31,5","31,1","35,6","35,0","32,0","32,2","31,5"
3.04,Température maximum annuelle par  station météorologique (en °C),IGEBU,Bujumbura - Bujumbura,"35,5","34,5","34,5","35,2","35,3","29,5","29,7","19,2","33,2","33,8","30,4","30,0","29,7"
3.04,Température maximum annuelle par  station météorologique (en °C),IGEBU,Bururi-Mpotsa,"","","","","","","","","","","","","21,4"
3.04,Température maximum annuelle par  station météorologique (en °C),IGEBU,Bururi -Kigwena - Vyanda,"26,2","25,7","26,2","26,6","28,6","22,9","21,5","22,6","29,6","28,4","24,3","24,0","22,6"
3.04,Température maximum annuelle par  station météorologique (en °C),IGEBU,Makamba - Makamba-Nyanza lac,-,-,-,"31,8","31,6",-,"27,6","28,0","30,0","11,5","26,9","26,9","25,9"
3.04,Température maximum annuelle par  station météorologique (en °C),IGEBU,Gitega -Ruvyironza,"","","","","","","","","","","","","24,2"
3.04,Température maximum annuelle par  station météorologique (en °C),IGEBU,Gitega - Gitega,"30,9","31,1","30,8","30,5","31,2","26,1","25,3","25,2","29,5","31,2","26,7","26,6","26,0"
3.04,Température maximum annuelle par  station météorologique (en °C),IGEBU,Karuzi - Karuzi,"31,8","32,8","31,4","32,8","32,5","28,3","28,9","29,8","34,3","32,9","30,4","29,4","26,9"
3.04,Température maximum annuelle par  station météorologique (en °C),IGEBU,Muramvya - Teza,-,-,-,-,-,-,-,-,-,-,-,"",-
3.04,Température maximum annuelle par  station météorologique (en °C),IGEBU,Muyinga - Muyinga,"30,8",30,"29,2","29,4",-,25,"25,6","25,6","29,6","29,8","25,8","25,4","24,9"
3.04,Température maximum annuelle par  station météorologique (en °C),IGEBU,Kirundo - Kirundo,34,"31,7",34,"32,4","33,4","27,6","27,0","28,4","31,9","33,2","29,0","28,5","27,8"
3.04,Température maximum annuelle par  station météorologique (en °C),IGEBU,Ngozi - Nyamuswaga,"32,6","32,4","31,8","31,4","32,8","27,1","27,6","27,9","32,5","32,0","28,5","28,1","27,7"
3.04,Température maximum annuelle par  station météorologique (en °C),IGEBU,Kayanza - Rwegura,-,-,"29,7","24,7","25,3","20,8","19,0","20,3","24,4","24,6","21,6","21,3","20,8"
3.04,Température maximum annuelle par  station météorologique (en °C),IGEBU,Cankuzo - Cankuzo,"31,1","31,4",31,"30,5","30,6","25,8","26,1","26,3","28,7","28,8","26,1","26,0","25,5"
3.04,Température maximum annuelle par  station météorologique (en °C),IGEBU,Rutana - Musasa,"33,9",35,"33,5","34,4",35,"29,6","29,3","27,1","32,0","35,0","29,9","29,8","29,3"
3.04,Température maximum annuelle par  station météorologique (en °C),IGEBU,Ruyigi-Ruyigi,"","","","","","","","","","","","","26,4"
3.04,Température maximum annuelle par  station météorologique (en °C),IGEBU,Ruyigi - Muriza,"31,8","31,1","31,1","31,4","31,6","26,2","24,8","25,9","33,0","32,6","26,7","26,2","26,0"
3.04,Température maximum annuelle par  station météorologique (en °C),IGEBU,Mwaro - Gisozi,"26,2","27,1","26,2","29,2","28,4",22,"22,0","22,3","24,6","29,1","22,6","22,4","21,8"
