id_tableau,titre_tableau,source,categorie,sous_categorie,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
3.22,Répartition des superficies de certains écosystèmes naturels,INECN/ OBPE,Forêts,Total,71 700,71 700,71 700,71 700,71 700,71 700,71 700,71 700,71 700,71 700,71 700,71 700,71 700
3.22,Répartition des superficies de certains écosystèmes naturels,INECN/ OBPE,Forêts,        forêts ombrophile de montagne,50 000,50 000,50 000,50 000,50 000,50 000,50 000,50 000,50 000,50 000,50 000,50 000,50 000
3.22,Répartition des superficies de certains écosystèmes naturels,INECN/ OBPE,Forêts,       forêts sclérophylles à Hyphaene,1 200,1 200,1 200,1 200,1 200,1 200,1 200,1 200,1 200,1 200,1 200,1 200,1 200
3.22,Répartition des superficies de certains écosystèmes naturels,INECN/ OBPE,Forêts,       forêts mésophylle de Kigwena,500,500,500,500,500,500,500,500,500,500,500,500,500
3.22,Répartition des superficies de certains écosystèmes naturels,INECN/ OBPE,Forêts,       forêts claires,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000,20 000
3.22,Répartition des superficies de certains écosystèmes naturels,INECN/ OBPE,Marais,"",36 563,36 563,36 563,36 563,36 563,36 563,36 563,36 563,36 563,36 563,36 563,36 563,36 563
3.22,Répartition des superficies de certains écosystèmes naturels,INECN/ OBPE,Savanes,"",90 800,90 800,90 800,90 800,90 800,90 800,90 800,90 800,90 800,90 800,90 800,90 800,90 800
3.22,Répartition des superficies de certains écosystèmes naturels,INECN/ OBPE,Milieux aquatiques,"",214 000,215 000,216 000,217 000,218 000,219 000,220 000,221 000,222 000,223 000,224 000,225 000,226 000
