id_tableau,titre_tableau,source,categorie,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
9.16,Valorisation de la pêche (en millions de FBU),Minagri/ Département de la Pêche et Pisciculture,Pêche artisanale,10773833,25054,24629,31299,6267,39487,41954,49097,59735,69695,75689,78634
9.16,Valorisation de la pêche (en millions de FBU),Minagri/ Département de la Pêche et Pisciculture,Pêche coutumière,618036,1231,955,1074,1313,2222,1938,4758,7625,6461,9340,35507
