id_tableau,titre_tableau,source,categorie,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
3.11,Evolution mensuelle des précipitations par station météorologique de Muriza (en mm),IGEBU,Janvier,"101,5","212,8","162,7","103,1","233,3","112,7","59,5","150,4",107,"130,5","203,8","65,6","228,9"
3.11,Evolution mensuelle des précipitations par station météorologique de Muriza (en mm),IGEBU,Février,"133,7","151,4",181,"136,5","122,6","95,6","107,4","139,8","165,8","80,2","197,9","95,3","51,1"
3.11,Evolution mensuelle des précipitations par station météorologique de Muriza (en mm),IGEBU,Mars,"125,4","115,2","169,8","115,1","244,5","182,5","115,9","74,4","93,9","137,2","31,3","210,3","142,9"
3.11,Evolution mensuelle des précipitations par station météorologique de Muriza (en mm),IGEBU,Avril,"190,6","129,7","94,7","173,4","132,8","154,4","79,1","309,9","108,6","133,4","121,1","142,9","279,9"
3.11,Evolution mensuelle des précipitations par station météorologique de Muriza (en mm),IGEBU,Mai,142,"79,6","20,6","61,3","24,8",23,21,"81,8","9,9","57,8","11,4","81,3","70,4"
3.11,Evolution mensuelle des précipitations par station météorologique de Muriza (en mm),IGEBU,Juin,0,"18,8",6,"0,9","2,3",0,0,0,"5,1","42,4",0,"0,0",-
3.11,Evolution mensuelle des précipitations par station météorologique de Muriza (en mm),IGEBU,Juillet,0,57,3,0,0,0,0,0,0,0,0,"0,0","0,0"
3.11,Evolution mensuelle des précipitations par station météorologique de Muriza (en mm),IGEBU,Août,"38,6","46,2",6,"2,3",0,"0,4","14,8",0,0,"2,4",0,"33,5","45,9"
3.11,Evolution mensuelle des précipitations par station météorologique de Muriza (en mm),IGEBU,Septembre,"26,2","5,2",40,35,"31,5","82,1","16,9","33,8","65,6","37,6","33,4","8,3","11,8"
3.11,Evolution mensuelle des précipitations par station météorologique de Muriza (en mm),IGEBU,Octobre,"89,6","79,5","93,3","31,4","62,3","110,6","109,5","32,7","142,2","136,9","41,8","150,0","90,5"
