id_tableau,titre_tableau,source,categorie,sous_categorie,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
3.26,Répartition de la flore vasculaire du Burundi selon les espèces,INECN/ OBPE,Espèces floriques,Gymnospermes,2,2,2,2,2,2,2,2,2,2,2,2,2
3.26,Répartition de la flore vasculaire du Burundi selon les espèces,INECN/ OBPE,Espèces floriques,Pteridophytes,174,174,174,174,174,174,174,174,174,174,174,174,174
3.26,Répartition de la flore vasculaire du Burundi selon les espèces,INECN/ OBPE,Espèces floriques,Dicotylédones,1 961,1 961,1 961,1 961,1 961,1 961,1 961,1 961,1 961,1 961,1 961,1 961,1 961
3.26,Répartition de la flore vasculaire du Burundi selon les espèces,INECN/ OBPE,Espèces floriques,Monocotylédones,772,772,772,772,772,772,772,772,772,772,772,772,772
3.26,Répartition de la flore vasculaire du Burundi selon les espèces,INECN/ OBPE,Espèces floriques,Total,2 909,2 909,2 909,2 909,2 909,2 909,2 909,2 909,2 909,2 909,2 909,2 909,2 909
