id_tableau,titre_tableau,source,categorie,2013,2014
13.23,Repartition des IDE selon leurs categories en millions de BIF,ISTEEBU/Enquête sur les investissements directs étrangers (EIDEB),Actions ou autre titre de participation,"226731,5","285136,7"
13.23,Repartition des IDE selon leurs categories en millions de BIF,ISTEEBU/Enquête sur les investissements directs étrangers (EIDEB),Achat d actions et autres creances,"9493,6","14988,4"
13.23,Repartition des IDE selon leurs categories en millions de BIF,ISTEEBU/Enquête sur les investissements directs étrangers (EIDEB),dividendes et Interets payes,"534,7","563,0"
13.23,Repartition des IDE selon leurs categories en millions de BIF,ISTEEBU/Enquête sur les investissements directs étrangers (EIDEB),Benefices reinvestis,"2400,5",5186
13.23,Repartition des IDE selon leurs categories en millions de BIF,ISTEEBU/Enquête sur les investissements directs étrangers (EIDEB),Emprunts,65530,"108092,1"
13.23,Repartition des IDE selon leurs categories en millions de BIF,ISTEEBU/Enquête sur les investissements directs étrangers (EIDEB),Depots,"73416,9","89201,3"
13.23,Repartition des IDE selon leurs categories en millions de BIF,ISTEEBU/Enquête sur les investissements directs étrangers (EIDEB),Autres,"1113,5","90,0"
