id_tableau,titre_tableau,source,categorie,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
9.09,Production du thé sec par usine (en tonnes),Office du Thé du Burundi (OTB)/Prothem,Teza,1465,1380,1408,1798,1958,2007,1867,2400,2595,2450,2261,2299
9.09,Production du thé sec par usine (en tonnes),Office du Thé du Burundi (OTB)/Prothem,Rwegura,1836,1911,2069,2443,2805,2870,3008,3333,3543,2908,3039,3373
9.09,Production du thé sec par usine (en tonnes),Office du Thé du Burundi (OTB)/Prothem,Tora,1285,1305,1181,1356,1427,1745,1703,1884,1714,1719,1729,1932
9.09,Production du thé sec par usine (en tonnes),Office du Thé du Burundi (OTB)/Prothem,Ijenda,1736,1608,1602,1799,1843,1734,1671,1941,2138,2002,1658,2034
9.09,Production du thé sec par usine (en tonnes),Office du Thé du Burundi (OTB)/Prothem,Buhoro,542,524,469,628,783,785,862,973,962,1160,1019,1122
9.09,Production du thé sec par usine (en tonnes),Office du Thé du Burundi (OTB)/Prothem,Usine théicole Prothem,"","","","",574,1233,1188,1155,700,805,951,605
9.09,Production du thé sec par usine (en tonnes),Office du Thé du Burundi (OTB)/Prothem,Total,6864,6728,6729,8025,9390,10374,10299,11686,8109,11044,10657,11365
