id_tableau,titre_tableau,source,Désignations,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
10.15,Trafic des colis postaux, Régie Nationale des Postes (R.N.P.),Expédition,1 000,2 133,5 729,5 728,-,4 367,4 924,1 125,1 510,4 598,4 057
10.15,Trafic des colis postaux, Régie Nationale des Postes (R.N.P.),Réception,2 162,2 349,3 791,3 791,-,2 165,2 032,730,649,1 810,1 590
