id_tableau,titre_tableau,source,categorie,2013,2014,2015,2016
19.11,Répartition des magistrats ayant éxercé dans la jurdiction,Ministère de la Justice,Cour suprême,21,18,26,25
19.11,Répartition des magistrats ayant éxercé dans la jurdiction,Ministère de la Justice,Cours d'Appel,45,65,64,77
19.11,Répartition des magistrats ayant éxercé dans la jurdiction,Ministère de la Justice,TGI,262,238,131,190
19.11,Répartition des magistrats ayant éxercé dans la jurdiction,Ministère de la Justice,"Juridictions spécialisées (Tribunal de commerce, Cour anti corruption, Cour terre et autres biens)",69,67,34,72
