id_tableau,titre_tableau,source,categorie,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
3.09,Evolution mensuelle des précipitations par station météorologique de Gitega - Aéroport (en mm),IGEBU,Janvier,"117,7","153,4","185,7","182,9","169,4","126,7",45,"138,5","131,9","153,5","357,7","152,5","159,2"
3.09,Evolution mensuelle des précipitations par station météorologique de Gitega - Aéroport (en mm),IGEBU,Février,"228,7","172,8","156,9","142,4","170,6","96,4","82,4","48,6","202,8","126,2","105,5","146,1","24,9"
3.09,Evolution mensuelle des précipitations par station météorologique de Gitega - Aéroport (en mm),IGEBU,Mars,"131,8","111,2",146,"200,9","198,5","212,5","85,7","154,7","180,1",180,"104,9","195,1","193,5"
3.09,Evolution mensuelle des précipitations par station météorologique de Gitega - Aéroport (en mm),IGEBU,Avril,"131,2","162,9","121,4","135,7","123,4","123,4","108,6",227,"81,3","175,4",190,"59,2","298,1"
3.09,Evolution mensuelle des précipitations par station météorologique de Gitega - Aéroport (en mm),IGEBU,Mai,"169,4","26,4","5,3","87,3","63,5","28,7","87,1","16,5","3,4","64,6","13,3","50,2","40,5"
3.09,Evolution mensuelle des précipitations par station météorologique de Gitega - Aéroport (en mm),IGEBU,Juin,"0,5","27,1",6,"0,7","2,7","6,2","25,4",0,"24,7",2,0,0,"1,0"
3.09,Evolution mensuelle des précipitations par station météorologique de Gitega - Aéroport (en mm),IGEBU,Juillet,0,"36,5","3,4",0,0,"31,1",0,0,"0,8",0,0,0,"0,0"
3.09,Evolution mensuelle des précipitations par station météorologique de Gitega - Aéroport (en mm),IGEBU,Août,"32,8","14,6","0,8","14,5",0,0,"10,2","19,5","32,8",0,0,"13,3","8,1"
3.09,Evolution mensuelle des précipitations par station météorologique de Gitega - Aéroport (en mm),IGEBU,Septembre,"39,8","43,4","57,6","12,3","33,8","50,3","73,4",42,"101,6","45,4",19,"3,6","18,1"
3.09,Evolution mensuelle des précipitations par station météorologique de Gitega - Aéroport (en mm),IGEBU,Octobre,"125,7","153,4","113,3","65,3",71,"108,1","191,4","77,9",115,"198,4","74,1","85,2","100,4"
3.09,Evolution mensuelle des précipitations par station météorologique de Gitega - Aéroport (en mm),IGEBU,Novembre,"368,9","143,1","84,3",218,"200,4","204,2","151,2","114,1","232,6","208,5","145,4","112,3","91,9"
3.09,Evolution mensuelle des précipitations par station météorologique de Gitega - Aéroport (en mm),IGEBU,Décembre,"193,5",143,"87,2","150,5",110,"232,7","143,3","202,1","162,6","92,3","122,9","112,9","99,7"
3.09,Evolution mensuelle des précipitations par station météorologique de Gitega - Aéroport (en mm),IGEBU,Moyenne annuelle,"128,3","99,0","80,6","100,9","95,1","101,7","83,6","86,7","105,8","99,3","94,4","77,5","86,3"
