id_tableau,titre_tableau,source,categorie,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
3.08,Evolution mensuelle des précipitations par station météorologique de Karuzi (en mm),IGEBU,Janvier,"151,3","157,5","145,8","111,2","201,9","121,7","15,2","121,1","81,3","89,6","197,5","86,2","170,5"
3.08,Evolution mensuelle des précipitations par station météorologique de Karuzi (en mm),IGEBU,Février,"159,1","160,5","203,7","136,1","168,7","82,3","128,7","102,2","245,6","75,5","168,4","65,0","99,3"
3.08,Evolution mensuelle des précipitations par station météorologique de Karuzi (en mm),IGEBU,Mars,137,"97,7","212,1","91,5","226,4","237,1","96,9","144,6","129,4","199,7","231,5","266,0","265,6"
3.08,Evolution mensuelle des précipitations par station météorologique de Karuzi (en mm),IGEBU,Avril,"179,2","145,5","160,9","167,6","121,8","239,8","177,3","160,2","153,3","159,2","184,4","106,3","298,8"
3.08,Evolution mensuelle des précipitations par station météorologique de Karuzi (en mm),IGEBU,Mai,"156,2","52,5","32,2","39,5","65,4","42,3","60,4",30,"0,6",58,"11,7","59,9","45,3"
3.08,Evolution mensuelle des précipitations par station météorologique de Karuzi (en mm),IGEBU,Juin,0,"22,6","20,9","0,2","1,2","2,1","21,1",0,"4,7","54,8",0,"0,0",-
3.08,Evolution mensuelle des précipitations par station météorologique de Karuzi (en mm),IGEBU,Juillet,0,"20,7",9,1,0,23,0,0,0,0,0,"0,0","0,0"
3.08,Evolution mensuelle des précipitations par station météorologique de Karuzi (en mm),IGEBU,Août,"30,1","15,9","7,7","27,9",0,0,"28,7","39,3","16,2","3,4","17,2","9,4","58,6"
3.08,Evolution mensuelle des précipitations par station météorologique de Karuzi (en mm),IGEBU,Septembre,"80,8","11,4","29,8","53,5","49,2","91,6","10,2","49,9","112,7",49,"30,1","63,2","13,7"
3.08,Evolution mensuelle des précipitations par station météorologique de Karuzi (en mm),IGEBU,Octobre,291,"114,9","114,1","38,7","52,2",162,127,"84,6","133,9","167,3","118,7","147,6","90,6"
