id_tableau,titre_tableau,source,categorie,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
9.11,Superficies plantées en millieu villageois par site (en ha),Office du Thé du Burundi (OTB)/Prothem,Rwegura,1541,1541,1541,1541,1541,1623,1712,1780,1892,"",1868,1750
9.11,Superficies plantées en millieu villageois par site (en ha),Office du Thé du Burundi (OTB)/Prothem,Teza,1329,1329,1329,1329,1364,1388,1398,1432,1470,"",1470,1204
9.11,Superficies plantées en millieu villageois par site (en ha),Office du Thé du Burundi (OTB)/Prothem,Ijenda,2087,2087,2087,2087,2087,2108,2185,2232,2278,"",2267,1800
9.11,Superficies plantées en millieu villageois par site (en ha),Office du Thé du Burundi (OTB)/Prothem,Tora,1459,1459,1459,1459,1459,1490,1523,1579,1632,"",1632,1570
9.11,Superficies plantées en millieu villageois par site (en ha),Office du Thé du Burundi (OTB)/Prothem,Buhoro,479,479,479,527,579,617,649,72,788,"",668,470
9.11,Superficies plantées en millieu villageois par site (en ha),Office du Thé du Burundi (OTB)/Prothem,Usine théicole Prothem,"","","","",392,871,809,845,487,573,655,978
9.11,Superficies plantées en millieu villageois par site (en ha),Office du Thé du Burundi (OTB)/Prothem,Total,6895,6895,6895,6943,7422,8097,8276,8590,8547,"",8560,7772
