id_tableau,titre_tableau,source,Désignations,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
10.01,Trafic au Port de Bujumbura (en tonnes),BRB,Entrées,123 517,107 312,167 639,222 875,224 266,183 024,95 423,126 187,72 371,101 255,176 157
10.01,Trafic au Port de Bujumbura (en tonnes),BRB,Sorties,12 560,7 536,5 812,8 396,9 507,16 016,11 072,13 777,9 612,7 899,4 218
