id_tableau,titre_tableau,source,categorie,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
9.05,Production de coton,Compagnie de Gérance de Coton (COGERCO),Coton graines (tonnes),2869,2887,2513,1671,1859,1622,2238,2357,2299,2010,1835,2066
9.05,Production de coton,Compagnie de Gérance de Coton (COGERCO),Coton fibres (tonnes),1231,1222,1093,731,803,692,946,1011,968,854,779,681
9.05,Production de coton,Compagnie de Gérance de Coton (COGERCO),"Rendement à l'usinage des 
fibres",43,43,43,43,43,43,42,41,42,42.3,42.2,42
9.05,Production de coton,Compagnie de Gérance de Coton (COGERCO),"Rendement à l'usinage des 
graines",54,53,54,53,52,52,53,53,55,53,55,56
