id_tableau,titre_tableau,source,categorie,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
9.21,Effectifs du cheptel par espèce,Direction Générale de l'Elevage+ ENAB,Bovins (têtes),479106,471614,553538,596412,653580,609430,640304,689441,796530,623031,1044649,1110936
9.21,Effectifs du cheptel par espèce,Direction Générale de l'Elevage+ ENAB,Ovins (têtes),292916,281190,291522,295739,332463,440437,405715,425638,399640,229272,512882,548608
9.21,Effectifs du cheptel par espèce,Direction Générale de l'Elevage+ ENAB,Caprins (têtes),1606717,1616873,2698367,2162800,2285693,2489293,2348977,2348309,2357387,1821626,3043059,3249827
9.21,Effectifs du cheptel par espèce,Direction Générale de l'Elevage+ ENAB,Porcins (têtes),189505,166721,202926,244791,443908,404315,435744,539924,525998,333925,708867,774689
9.21,Effectifs du cheptel par espèce,Direction Générale de l'Elevage+ ENAB,Lapins (têtes),315112,390641,572221,410707,524229,463787,291247,376174,497204,245369,482260,514977
9.21,Effectifs du cheptel par espèce,Direction Générale de l'Elevage+ ENAB,Volailles (têtes),1315788,1524007,1590688,1719296,2552656,2354375,1979099,2984335,2339544,4027192,3214662,3457457
9.21,Effectifs du cheptel par espèce,Direction Générale de l'Elevage+ ENAB,Ruches,116774,218300,25698,223407,311043,390977,300035,296275,185567,194413,281678,""
