id_tableau,titre_tableau,source,categorie,2016,2017,2018
20.12,Statistiques sur les permis de conduire et recettes y relatif,MSP,Permis provisoires,"","",""
20.12,Statistiques sur les permis de conduire et recettes y relatif,MSP,Demandés,7 713,5 725,-
20.12,Statistiques sur les permis de conduire et recettes y relatif,MSP,Délivrés,2 711,2 410,4 320
20.12,Statistiques sur les permis de conduire et recettes y relatif,MSP,Recettes en Fbu,77 540 000,114 500 000,148 780 000
20.12,Statistiques sur les permis de conduire et recettes y relatif,MSP,Permis définitifs,"","",""
20.12,Statistiques sur les permis de conduire et recettes y relatif,MSP,Demandés,4 276,2 344,-
20.12,Statistiques sur les permis de conduire et recettes y relatif,MSP,Délivrés,2 827,1 219,2 967
20.12,Statistiques sur les permis de conduire et recettes y relatif,MSP,Recettes en Fbu,350 100 000,227 700 000,373 500 000
20.12,Statistiques sur les permis de conduire et recettes y relatif,MSP,Recettes totale en Fbu,427 640 000,342 200 000,522 280 000
