id_tableau,titre_tableau,source,code,produit,quantité,unité,2017,2018
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31231020,Jupe friperie pour femme,1,Unité,4803,5135
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31232010,Robe neuve pour femme,1,Unité,23357,26774
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31232020,Ensemble femme,1,Ensemble,41013,44347
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31233010,Blouse importée neuf pour femme,1,Unité,10137,10671
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31233020,Chemise friperie pour femme,1,Unité,3857,4053
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31234010,Pantalon neuf pour femme,1,Unité,14319,17744
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31234020,Pantalon friperie pour femme,1,Unité,5161,5509
12.02,Prix moyen à la consommation des ménages,ISTEEBU,3124,Sous-vêtements pour femme,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31241010,Slip neuf en coton pour dame,1,Unité,2014,2200
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31241020,Slip friperie en coton pour dame,1,Unité,1351,1407
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31241030,Soutien gorge ordinaire neuf,1,Unité,2858,3015
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31241040,Soutien gorge ordinaire friperie,1,Unité,1637,1713
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31241050,Sous jupe,1,Unité,2326,2506
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31241060,Collants neuf,1,Unité,7224,8173
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31241070,Collants fripperie,1,Unité,4845,6532
12.02,Prix moyen à la consommation des ménages,ISTEEBU,3125,Vêtements pour enfants et nourrissons,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31251010,Robe neuve pour un enfant de 5 ans,1,Unité,18411,18715
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31251020,Robe fripperie pour un enfant de 5 ans,1,Unité,4167,4476
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31252010,Culotte friperie pour enfant de 6 à  12 ans,1,Unité,3200,3478
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31253010,Tricot fripperie pour enfant de 6 à  12 ans,1,Unité,3070,3145
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31254010,Ensemble jupe et chemise pour fille de 6 à  12 ans,1,Ensemble,18983,19817
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31254020,Ensemble culotte et chemise pour garçon de 6 à  12 ans,1,Ensemble,16960,19449
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31255010,Tee-shirts fripperie pour enfant de 6 à  12 ans,1,Unité,2813,2973
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31255020,Chemise friperie pour enfant de 6 à  12 ans,1,Unité,3008,3492
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31256010,Pantalon friperie pour enfant de 6 à  12 ans,1,Unité,3637,3974
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31256020,Jupe friperie pour enfant de 6 à  12 ans,1,Unité,3302,3549
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31257010,Grenouillère friperie pour bébé de 0 à  2 ans,1,Unité,2178,2191
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31257020,Slip neuf pour garçon de 6 à  12 ans,1,Unité,967,1010
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31257030,Slip neuf pour fille de 6 à  12 ans,1,Unité,920,938
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31257040,Chaussettes friperie pour enfant de 6 à  12 ans,1,paire,719,642
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31257050,Linges blanc en coton,12,Unité,21399,24670
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31257060,Couverture importée pour bébé,1,Unité,15161,15637
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31257070,Flanelle (Ikigoma),1,Unité,7063,7420
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31257080,Couvre-bébé ordinaire importé,1,Unité,10443,11627
12.02,Prix moyen à la consommation des ménages,ISTEEBU,3126,Vêtements de sport,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31261010,Vêtements de sport pour homme,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31261020,Vêtements de sport neuf pour homme,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31261030,Vêtements de sport fripperie pour homme,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,3,ARTICLES D'HABILLEMENT ET CHAUSSURES,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31,Articles d'habillement,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,312,Vetements,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,3127,Tenues scolaires,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31271010,Ensemble Chemise et culotte/jupe kaki (7 à  9 ans),1,Ensemble,8715,9228
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31271020,Chemise blanche courte manche (7 à  9 ans),1,Unité,4690,4584
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31271030,Culotte bleu (7 à  9 ans),1,Unité,4800,5132
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31271040,Jupe bleu (7à  9 ans),1,Unité,5530,5609
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31271050,Chemise blanche courte manche (13 à  15ans),1,Unité,4786,4963
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31271060,Pantalon bleu (13 à  15 ans),1,Unité,9991,10647
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31271070,Ensemble Chemise blnache et pantalon bleu (13 à  15 ans),1,Ensemble,13854,14769
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31271080,Jupe bleu (13 à  15 ans),1,Unité,6819,6792
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31271090,Ensemble Chemise blnache et jupe bleu (13 à  15 ans),1,Ensemble,10800,11604
12.02,Prix moyen à la consommation des ménages,ISTEEBU,313,Autres articles vestimentaires et accessoires d'habillement,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,3131,Autres articles vestimentaires et accessoires d'habillement,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31311010,Cravates neufs en polyester,1,Unité,3960,3854
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31311020,Ceinture neuf en similicuir,1,Unité,4241,4407
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31311030,Ceinture en cuir friperie,1,Unité,6326,7934
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31311040,Fils à  tricoter,1,Rouleau,1541,1704
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31311050,Foulards de tête en nylon plissé pour femmes (Igitambara),1,Unité,2169,2276
12.02,Prix moyen à la consommation des ménages,ISTEEBU,314,Confection,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,3141,Confection,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31411010,Confection de chemise pour homme,1,service,4747,5449
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31411020,Confection de costume pour homme,1,service,32690,37424
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31411030,Réparation d'une chemise pour homme (col),1,service,658,599
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31411040,Confection ensemble pagne pour femme,1,service,11847,13471
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31411050,Confection tenue locale pour femme (Igitenge),1,service,908,988
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31411060,Confection tenue locale pour femme(Imvutano),1,service,2147,2415
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31411070,Réparation d'une blouse (diminution ou augmentation),1,service,1224,1066
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31411080,Confection d'un costume garçon de 6 à  12 ans,1,service,18229,21598
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31411090,Pressing de costume pour homme,1,service,4613,4947
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31411100,Pressing de boubou pour femme,1,service,4114,4124
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31411110,Pressing de voile (Imvutano),1,service,3575,3663
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31411120,Pressing de robe de cérémonie,1,service,5689,5563
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31411130,Location de voile (imvutano),1,Ensemble,3709,3871
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31411140,Location d'une blouse pour voile,1,Unité,3279,1639
12.02,Prix moyen à la consommation des ménages,ISTEEBU,31411150,Location d'une robe de mariage,1,Unité,64915,67969
12.02,Prix moyen à la consommation des ménages,ISTEEBU,32,Chaussures,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,321,Chaussures diverses,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,3211,Chaussures pour hommes,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,32111010,Chaussures synthétique homme (non cuir),1,paire,22571,24613
12.02,Prix moyen à la consommation des ménages,ISTEEBU,32111020,Chaussures en cuir fripperie pour Hommes,1,paire,28700,31246
12.02,Prix moyen à la consommation des ménages,ISTEEBU,32111030,Sandale neuf en similicuir pour homme,1,paire,20265,20621
12.02,Prix moyen à la consommation des ménages,ISTEEBU,32111040,Sandale d'occasion en cuir pour homme,1,paire,23676,25926
12.02,Prix moyen à la consommation des ménages,ISTEEBU,32112010,Sandales en plastic (Yeboyebo) pour adulte,1,paire,4530,3641
12.02,Prix moyen à la consommation des ménages,ISTEEBU,32112020,Chaussures Ikambambiri,1,paire,3878,4175
12.02,Prix moyen à la consommation des ménages,ISTEEBU,32113010,Basket pour homme (friperie),1,paire,26810,27173
12.02,Prix moyen à la consommation des ménages,ISTEEBU,3212,Chaussures pour femmes,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,32121010,Sandale neuf pour femme,1,paire,13042,14069
12.02,Prix moyen à la consommation des ménages,ISTEEBU,32121020,Sandale d'occasion pour femme occasion,1,paire,10537,11064
12.02,Prix moyen à la consommation des ménages,ISTEEBU,32122010,Chaussures de sortie en cuir fripperie pour femmes,1,paire,17553,14901
12.02,Prix moyen à la consommation des ménages,ISTEEBU,32122020,Chaussures de sortie neuf en similcuir pour femme,1,paire,15352,17315
12.02,Prix moyen à la consommation des ménages,ISTEEBU,32122030,Chaussures de sortie friperie en similcuir pour femme,1,paire,11126,10534
12.02,Prix moyen à la consommation des ménages,ISTEEBU,3213,Chaussures pour enfants,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,32131010,Chaussures synthétique neuf pour garçon de 6 à  12 ans,1,paire,11843,13964
12.02,Prix moyen à la consommation des ménages,ISTEEBU,32131020,Chaussures fripperie en cuir pour garçon de 6 à  12 ans,1,paire,12414,12557
12.02,Prix moyen à la consommation des ménages,ISTEEBU,32131030,Basket friperie pour enfant de 6 à  12 ans,1,paire,10802,13614
12.02,Prix moyen à la consommation des ménages,ISTEEBU,32131040,Chaussures neuf en similicuir pour fille 6 à  12 ans,1,paire,10645,11082
12.02,Prix moyen à la consommation des ménages,ISTEEBU,32131050,Chaussures friperie en cuir pour fille 6 à  12 ans,1,paire,10087,10846
12.02,Prix moyen à la consommation des ménages,ISTEEBU,322,Coordonnerie,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,3221,Réparation,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,32211010,Renforcement de semmelle+talon pour homme,1,service,1612,1675
12.02,Prix moyen à la consommation des ménages,ISTEEBU,32211020,Remplacement du semelle+talon pour homme,1,service,2394,2347
12.02,Prix moyen à la consommation des ménages,ISTEEBU,32211030,Renforcement de semmelle pour femme,1,service,1313,1045
12.02,Prix moyen à la consommation des ménages,ISTEEBU,4,LOGEMENT,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,41,Loyers effectifs,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,411,Loyers effectivement payés par les locataires,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,4111,Loyers effectifs des locataires et sous-locataires,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,41111010,Loyer d'un logement à  2 Pièces (chambre et salon) Catégorie 1,1,Mois,27482,21032
12.02,Prix moyen à la consommation des ménages,ISTEEBU,41111020,Loyer d'un logement à  2 pièces (chambre et salon) Catégorie 2,1,Mois,37183,29065
12.02,Prix moyen à la consommation des ménages,ISTEEBU,41111030,Loyer d'un logement à  2 pièces (chambre et salon) Catégorie 3,1,Mois,19172,15809
12.02,Prix moyen à la consommation des ménages,ISTEEBU,41111040,Loyer d'un logement à  2 pièces (chambre et salon) Catégorie 4,1,Mois,15806,13130
12.02,Prix moyen à la consommation des ménages,ISTEEBU,41111050,Loyer d'un logement à  2 pièces (chambre et salon) Catégorie 5,1,Mois,10432,10380
12.02,Prix moyen à la consommation des ménages,ISTEEBU,41112010,Loyer d'un logement à  3 Pièces (2 chambres et salon) Catégorie 1,1,Mois,41594,35948
12.02,Prix moyen à la consommation des ménages,ISTEEBU,41112020,Loyer d'un logement à  3 Pièces (2 chambres et salon) Catégorie 2,1,Mois,70194,57635
12.02,Prix moyen à la consommation des ménages,ISTEEBU,41112030,Loyer d'un logement à  3 Pièces (2 chambres et salon) Catégorie 3,1,Mois,38956,30776
12.02,Prix moyen à la consommation des ménages,ISTEEBU,41112040,Loyer d'un logement à  3 Pièces (2 chambres et salon) Catégorie 4,1,Mois,36689,28002
12.02,Prix moyen à la consommation des ménages,ISTEEBU,41113010,Loyer d'un logement 4 Pièces (3 chambres et salon): Catégorie 1,1,Mois,57010,44986
12.02,Prix moyen à la consommation des ménages,ISTEEBU,41113020,Loyer d'un logement 4 Pièces (3 chambres et salon): Catégorie 2,1,Mois,88487,70881
12.02,Prix moyen à la consommation des ménages,ISTEEBU,41113030,Loyer d'un logement 4 Pièces (3 chambres et salon): Catégorie 3,1,Mois,108445,80327
12.02,Prix moyen à la consommation des ménages,ISTEEBU,41113040,Loyer d'un logement 4 Pièces (3 chambres et salon): Catégorie 4,1,Mois,41435,40974
12.02,Prix moyen à la consommation des ménages,ISTEEBU,41114010,Loyer d'une Villa moderne,1,Mois,180512,166974
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43,Entretien et reparation des logements,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,431,Matériaux pour travaux d'entretien et de réparation des logements,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,4311,Matériaux pour l'entretien et réparation courante,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43111010,Ciment local BUSECO,50,Kg,27022,25001
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43111020,Ciment importé de la Tanzanie (SIMBA BORA),50,Kg,27248,27739
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43112010,Sable,1,Brouette,846,1520
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43113010,Tôle ondulée locale,1,Unité,16396,17153
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43113020,Tôle ondulée importé,1,Unité,16778,17839
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43114010,Brique claustra,1,Unité,986,981
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43114020,Brique cuite,1,Unité,30,34
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43119010,Vitre,1,Unité,33551,32396
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43119020,Carreaux,1,m2,22916,27988
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43119030,Peintures à  huile (BASCO),4,Litre,22218,23809
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43119040,Peinture à  eau (BASCO),4,Litre,13351,14604
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43119050,Fer à  béton,1,longueur,14463,13935
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43119060,Planche en eucalyptus,1,Unité,3993,4340
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43119070,Madrier en eucalyptus,1,Unité,4181,4358
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43119080,Enduits,1,Litre,8799,6407
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43119090,Tuyau petite dimension 1/2,1,Rouleau,12007,11135
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43119100,Robinet de ravabo,1,Unité,7144,7824
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43119110,Robinet 1/2 (SANWA),1,Unité,8319,8652
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43119120,Mastic (Bois et fer),1,Kg,4321,5105
12.02,Prix moyen à la consommation des ménages,ISTEEBU,432,Services d'entretien et de réparations courantes,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43211010,Main d'oeuvre pour petits travaux de maçonnerie (maçon),1,Jour,5147,5251
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43211020,Main d'oeuvre pour petits travaux de maçonnerie (aide-maçon),1,Jour,2726,2720
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43212010,Main d'oeuvre pour réparation courante de problème de plomberie (Remplacement de vanne),1,service,2926,2811
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43212020,Main d'oeuvre pour renouvellement de peinture,1,Unité,10322,10087
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43212030,Main d'oeuvre pour réparation courante de panne d'électricité (remplacement d'une prise),1,service,2163,2137
12.02,Prix moyen à la consommation des ménages,ISTEEBU,43212040,Main d'oeuvre pour le remplacement d'une serrure,1,service,2522,2660
12.02,Prix moyen à la consommation des ménages,ISTEEBU,44,Alimentation en eau et services divers lié au logement,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,441,Alimentation en eau,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,4411,Alimentation en eau,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,44111010,Facture d'eau 1ère tranche (0 à  10 M3),1,m3,315,315
12.02,Prix moyen à la consommation des ménages,ISTEEBU,44111020,Facture d'eau 2ème tranche (11 à  20 M3),1,m3,613,613
12.02,Prix moyen à la consommation des ménages,ISTEEBU,44111030,Facture d'eau 3ème tranche (21 M3 et plus),1,m3,802,802
12.02,Prix moyen à la consommation des ménages,ISTEEBU,44111040,Charges fixes (pour la troisième tranche),1,forfait,6163,5456
12.02,Prix moyen à la consommation des ménages,ISTEEBU,44112010,Eau achetée de 20 l,20,Litre,73,74
12.02,Prix moyen à la consommation des ménages,ISTEEBU,44113010,Raccordement au réseau national de distribution d'aau,1,forfait,"",322
12.02,Prix moyen à la consommation des ménages,ISTEEBU,4421,Services liés au logement,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,44211010,Enlèvement des ordures,1,forfait,7260,10000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,44211020,Vidange fosse septique par les société privées,3,m3,25449,34425
12.02,Prix moyen à la consommation des ménages,ISTEEBU,45,Electricite,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,451,Electricité,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,4511,Electricité,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,45111010,Consommation d' électricité 1ère tranche (0 à  50 kwh),1,kwh,73,82
12.02,Prix moyen à la consommation des ménages,ISTEEBU,45111020,Consommation d' électricité 2ème tranche (51 à  100 kwh),1,kwh,189,290
12.02,Prix moyen à la consommation des ménages,ISTEEBU,45111030,Consommation d' électricité 3ème tranche (151 kwh et plus ),1,kwh,355,546
12.02,Prix moyen à la consommation des ménages,ISTEEBU,45111040,Charges fixes (troisième tranche),1,forfait,4440,4953
12.02,Prix moyen à la consommation des ménages,ISTEEBU,45112010,Raccordement au réseau national de distribution d'électricité,1,forfait,242000,-
12.02,Prix moyen à la consommation des ménages,ISTEEBU,452,Gaz,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,4521,Gaz,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,45211010,Achat du gaz de 20 kg,20,Kg,131360,-
12.02,Prix moyen à la consommation des ménages,ISTEEBU,45211020,Achat du gaz de 12,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,453,Combustibles,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,4531,Combustibles liquides,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,45311010,Pétrole lampant à  la station,1,Litre,6402,3190
12.02,Prix moyen à la consommation des ménages,ISTEEBU,45311020,Pétrole lampant chez le revendeur,1,Litre,3947,3816
12.02,Prix moyen à la consommation des ménages,ISTEEBU,45312010,Mazout chez le revendeur,1,Litre,2544,2542
12.02,Prix moyen à la consommation des ménages,ISTEEBU,4532,Combustibles solides,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,45321010,Charbon de bois au détail,1,Kg,603,446
12.02,Prix moyen à la consommation des ménages,ISTEEBU,45321020,Charbon de bois (demi sac),1,demi-sac,9020,13070
12.02,Prix moyen à la consommation des ménages,ISTEEBU,45322010,Bois de chauffage,5,Kg,568,1096
12.02,Prix moyen à la consommation des ménages,ISTEEBU,45322020,Tourbes,1,Kg,8480,-
12.02,Prix moyen à la consommation des ménages,ISTEEBU,5,MEUBLES,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,51,Meubles,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,511,Meubles et articles d'ameublements,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,0511 1,Mobilier pour salle de sejour,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,0511 11010,Chaise en bois eucalyptus,1,Unité,15159,16262
12.02,Prix moyen à la consommation des ménages,ISTEEBU,0511 12010,Salon (Canapés,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,0511 12020,Salon en bois eucalyptus,1,Ensemble,293910,314274
12.02,Prix moyen à la consommation des ménages,ISTEEBU,0511 13010,Salle à  manger en bois eucalyptus,1,Ensemble,173663,177719
12.02,Prix moyen à la consommation des ménages,ISTEEBU,0511 13020,Armoire/ dressoir en eucalyptus,1,Unité,373902,433337
12.02,Prix moyen à la consommation des ménages,ISTEEBU,0511 13030,Table en bois en eucalyptus,1,Unité,39849,42067
12.02,Prix moyen à la consommation des ménages,ISTEEBU,5,MEUBLES,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,51,Meubles,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,511,Meubles et articles d'ameublements,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,0511 2,Mobilier pour chambre à  coucher et salle de bain,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,0511 21010,Matelas en mousse (Exim) 1.40 x 1.90 x 0.15 m,1,Unité,94609,131700
12.02,Prix moyen à la consommation des ménages,ISTEEBU,0511 21020,Matelas en mousse (Exim) 1.60 x 1.90 x 0.15 m,1,Unité,80711,150542
12.02,Prix moyen à la consommation des ménages,ISTEEBU,0511 21030,Matelas en mousse (Dodoma) 1.40 x 1.90 x 0.15 m,1,Unité,158975,176030
12.02,Prix moyen à la consommation des ménages,ISTEEBU,0511 21040,Matelas en mousse (Dodoma) 1.60 x 1.90 x 0.15 m,1,Unité,184474,212006
12.02,Prix moyen à la consommation des ménages,ISTEEBU,0511 22010,Lit simple 1.40 x 1.90 m modèle ordinaire en eucalyptus,1,Unité,95976,107107
12.02,Prix moyen à la consommation des ménages,ISTEEBU,0511 22020,Lit simple 1.60 x 1.90 m modèle ordinaire en eucalyptus,1,Unité,112247,123478
12.02,Prix moyen à la consommation des ménages,ISTEEBU,0511 22030,Armoire de chambre/Garde robe,1,Unité,185670,192786
12.02,Prix moyen à la consommation des ménages,ISTEEBU,512,Tapis et autres revêtement de sol,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,5121,Tapis et autres revêtement de sol,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,51211010,Tapis en soie 2,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,51211020,Revêtement de sol en Vinyle,1,mètre,7269,8051
12.02,Prix moyen à la consommation des ménages,ISTEEBU,51211030,Natte (ikirago),1,Unité,4186,5091
12.02,Prix moyen à la consommation des ménages,ISTEEBU,52,Articles de ménage en textiles,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,521,Articles de ménage en textiles,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,5211,Articles de ménage en textiles,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,52111010,Draps de lit simple (1,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,52111020,Draps de lit double (1,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,52112010,Couverture pour adulte importé (150 x 190) cm (genre zamu),1,Unité,10335,11086
12.02,Prix moyen à la consommation des ménages,ISTEEBU,52113010,Couvre lits neuf,1,Unité,56959,63697
12.02,Prix moyen à la consommation des ménages,ISTEEBU,52113020,Essuie-mains en coton (1.40 x 0.70) m importé (grandes dimensions),1,Unité,17508,19132
12.02,Prix moyen à la consommation des ménages,ISTEEBU,52113030,Essuie-mains en mélange coton polystère (1.40 x 0.70) m importé (grandes dimensions),1,Unité,10994,11882
12.02,Prix moyen à la consommation des ménages,ISTEEBU,52113040,Nappes de table (complet),1,Ensemble,45462,53699
12.02,Prix moyen à la consommation des ménages,ISTEEBU,52113050,Serviette en tissu pour vaisselle,1,Unité,2101,2225
12.02,Prix moyen à la consommation des ménages,ISTEEBU,53,Appareils électroménagers,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,531,Appareil electroménager,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,0531 1,Appareil electromenager,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,0531 11010,Réfrigérateur avec compartiment de réfrigeration capacité 180l,1,Unité,830000,974537
12.02,Prix moyen à la consommation des ménages,ISTEEBU,0531 11020,Congélateur,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,0531 11030,Cuisinière électrique (amashiga),1,Unité,80000,175689
12.02,Prix moyen à la consommation des ménages,ISTEEBU,0531 11040,Plaque chauffante électrique à  double plateaux,1,Unité,20740,70000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,0531 11050,Cuisinière à  charbon en argile,1,Unité,2581,2016
12.02,Prix moyen à la consommation des ménages,ISTEEBU,0531 11060,Cafetières électriques,1,Unité,44125,50589
12.02,Prix moyen à la consommation des ménages,ISTEEBU,0531 11070,Ventilateur sur pied,1,Unité,41723,78174
12.02,Prix moyen à la consommation des ménages,ISTEEBU,54,Verrerie,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,541,Verrerie,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,5411,Vaisselle,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,54111010,Assiette creuse en faïence 25 cm,1,Unité,2106,2368
12.02,Prix moyen à la consommation des ménages,ISTEEBU,54111020,Assiette creuse en plastic 22 cm,1,Unité,789,831
12.02,Prix moyen à la consommation des ménages,ISTEEBU,54111030,Assiette creuse en métal 22 cm,1,Unité,1183,1241
12.02,Prix moyen à la consommation des ménages,ISTEEBU,54111040,Soupière/Bol avec couvercle 18 cm en métal importé,1,Unité,2429,2577
12.02,Prix moyen à la consommation des ménages,ISTEEBU,54111050,Soupière/Bol avec couvercle 18 cm en plastic,1,Unité,1902,1703
