id_tableau,titre_tableau,source,code,produit,quantité,unité,2017,2018
12.02,Prix moyen à la consommation des ménages,ISTEEBU,54112010,Cuillère à  café,1,Unité,1057,1000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,54112020,Cuillère à  soupe,1,Unité,435,428
12.02,Prix moyen à la consommation des ménages,ISTEEBU,54112010,Louche,1,Unité,1576,1652
12.02,Prix moyen à la consommation des ménages,ISTEEBU,54112030,Couteaux pour ménage importé,1,Unité,2016,1481
12.02,Prix moyen à la consommation des ménages,ISTEEBU,54112040,Verre à  boire coupe,1,Unité,3225,3658
12.02,Prix moyen à la consommation des ménages,ISTEEBU,54112050,Verre à  boire droit,1,Unité,2315,2594
12.02,Prix moyen à la consommation des ménages,ISTEEBU,54112060,Gobelet en plastique (Mironko),1,Unité,515,529
12.02,Prix moyen à la consommation des ménages,ISTEEBU,54112070,Fourchette,1,Unité,546,470
12.02,Prix moyen à la consommation des ménages,ISTEEBU,54112080,Tasse,1,Unité,2267,2431
12.02,Prix moyen à la consommation des ménages,ISTEEBU,5412,Autres ustensiles de cuisine,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,54121010,Casserole de cuisine (Isafuriya) de 26 cm de diamètre,1,Unité,7297,7899
12.02,Prix moyen à la consommation des ménages,ISTEEBU,54121020,Poêle,1,Unité,10973,13002
12.02,Prix moyen à la consommation des ménages,ISTEEBU,5413,Autres ustensiles de ménage,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,54131010,Seau en plastic avec couvercle 20 l,1,Unité,8392,8909
12.02,Prix moyen à la consommation des ménages,ISTEEBU,54131020,Bassin (45 cm de diamètre) importé,1,Unité,3341,3562
12.02,Prix moyen à la consommation des ménages,ISTEEBU,54131030,Thermos 1l,1,Unité,9817,9996
12.02,Prix moyen à la consommation des ménages,ISTEEBU,54131040,Fers à  repasser éléctrique,1,Unité,37079,41507
12.02,Prix moyen à la consommation des ménages,ISTEEBU,54131050,Fer à  repasser non électrique,1,Unité,15946,17542
12.02,Prix moyen à la consommation des ménages,ISTEEBU,55,Outillage et autre matériel pour la maison et le jardin,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,551,Outillage,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,5511,Outillage,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,55111010,Piles torche Tiger,1,paire,1115,1199
12.02,Prix moyen à la consommation des ménages,ISTEEBU,55111020,Piles Torche panasonic,1,paire,1863,2039
12.02,Prix moyen à la consommation des ménages,ISTEEBU,55112010,Lampe à  Pétrôle/Mazout (grande),1,Unité,5811,9063
12.02,Prix moyen à la consommation des ménages,ISTEEBU,55113010,Houe,1,Unité,6401,6840
12.02,Prix moyen à la consommation des ménages,ISTEEBU,55114010,Ampoule à  incandescence,1,Unité,644,708
12.02,Prix moyen à la consommation des ménages,ISTEEBU,55114020,Ampoule économique (5 W),1,Unité,2946,2586
12.02,Prix moyen à la consommation des ménages,ISTEEBU,55114030,Tube fluorescent,1,Unité,2784,3006
12.02,Prix moyen à la consommation des ménages,ISTEEBU,55114040,Prise,1,Unité,2184,1754
12.02,Prix moyen à la consommation des ménages,ISTEEBU,55114050,Coupe coupe,1,Unité,4948,5122
12.02,Prix moyen à la consommation des ménages,ISTEEBU,55114060,Hâche locale,1,Unité,6782,5577
12.02,Prix moyen à la consommation des ménages,ISTEEBU,55114070,Hâche importée,1,Unité,12799,12727
12.02,Prix moyen à la consommation des ménages,ISTEEBU,56,Biens et services liés à  l'entretien courant du foyer,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,561,Articles de ménage non durables,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,5611,Articles de ménage non durables,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,56111010,Savons de ménage GIFURANGUWO blanc,100,Gr,279,282
12.02,Prix moyen à la consommation des ménages,ISTEEBU,56112010,Savons en poudre non emballé blanc (puff),1,Kg,5203,4278
12.02,Prix moyen à la consommation des ménages,ISTEEBU,56112020,Savons en poudre non emballé bleu (Toss),1,Kg,4623,4844
12.02,Prix moyen à la consommation des ménages,ISTEEBU,56112030,Savons en poudre non emballé bleu (Type Géntal),1,Kg,3628,4444
12.02,Prix moyen à la consommation des ménages,ISTEEBU,56113010,Savons de ménage liquide local pour la vaisselle,5,Litre,13216,14197
12.02,Prix moyen à la consommation des ménages,ISTEEBU,56113020,Savons de ménage liquide importé (Ajax),5,Litre,13273,10017
12.02,Prix moyen à la consommation des ménages,ISTEEBU,56114010,Briquet,1,Unité,300,300
12.02,Prix moyen à la consommation des ménages,ISTEEBU,56114020,Allumette importée,1,Boîte,94,94
12.02,Prix moyen à la consommation des ménages,ISTEEBU,56115010,Bougie locale,1,Unité,375,375
12.02,Prix moyen à la consommation des ménages,ISTEEBU,56115020,Bougie importée,1,Unité,391,391
12.02,Prix moyen à la consommation des ménages,ISTEEBU,56116010,Cirage liquide Crown,100,Millilitre,2968,2306
12.02,Prix moyen à la consommation des ménages,ISTEEBU,56116020,Cirage solide LUDE,40,Gr,833,973
12.02,Prix moyen à la consommation des ménages,ISTEEBU,56116030,Cirage solide KIWI,32,Gr,1688,1794
12.02,Prix moyen à la consommation des ménages,ISTEEBU,56117010,Brosse pour chaussures,1,Unité,1016,602
12.02,Prix moyen à la consommation des ménages,ISTEEBU,5,MEUBLES,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,56,Biens et services liés à  l'entretien courant du foyer,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,561,Articles de ménage non durables,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,5611,Articles de ménage non durables,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,56117020,Râclette,1,Unité,3897,3397
12.02,Prix moyen à la consommation des ménages,ISTEEBU,56117030,Brosse pour entretien maison,1,Unité,3501,2445
12.02,Prix moyen à la consommation des ménages,ISTEEBU,56117040,Balai à  tige en bois,1,Unité,3340,3282
12.02,Prix moyen à la consommation des ménages,ISTEEBU,56117050,Balais à  tige de palmier,1,Unité,461,486
12.02,Prix moyen à la consommation des ménages,ISTEEBU,562,Services domestiques et services menagers,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,5621,Services domestiques,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,56211010,Salaire d'un groom logé sur place,1,mois,19 438,20 450
12.02,Prix moyen à la consommation des ménages,ISTEEBU,56211020,Salaire d'une bonne logé sur place,1,mois,18 759,20 396
12.02,Prix moyen à la consommation des ménages,ISTEEBU,56212010,Salaire d'un gardien logé sur place,1,mois,21455,22 763
12.02,Prix moyen à la consommation des ménages,ISTEEBU,56212020,Location des chaises en plastique,1,service,280,280
12.02,Prix moyen à la consommation des ménages,ISTEEBU,56212030,Location de paniers,1,service,367,367
12.02,Prix moyen à la consommation des ménages,ISTEEBU,6,SANTE,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61,Produits,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,611,Produits,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,6111,Médicaments,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111020,Acide acétylsalsilique comprimé 500mg,1,Comprimé,701,314
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111030,Albédazole,1,Comprimé,395,909
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111040,Métronidazole comprimé,1,Comprimé,1199,1313
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111050,Mébendazole,1,Comprimé,217,266
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111060,Prufene,1,Comprimé,848,2854
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111070,Ibuprofène,1,Comprimé,942,581
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111080,Paracetamol,1,Comprimé,450,461
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111090,Efferalgan,1,Comprimé,5104,3860
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111100,Quinine:comprimé,1,Comprimé,5732,6348
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111110,Amoxiciline,1,Comprimé,1071,893
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111120,Miconazole,1,Comprimé,2975,1653
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111130,Diclofénac,1,Comprimé,1415,2442
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111140,Glycérine,1,Comprimé,7080,5264
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111150,Drotavérine,1,Comprimé,2191,1775
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111160,Eau physiologique,1,Pièce,1472,1558
12.02,Prix moyen à la consommation des ménages,ISTEEBU,6112,Produits medicaux divers,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61121010,Compresse stérile 10x10 cm,1,Pièce,1481,2622
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61121020,Sparadrap 5x7,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61121030,Sparadrap 5x5cm,1,Pièce,2415,2750
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61121040,Alcool iodé,1,Pièce,1706,1687
12.02,Prix moyen à la consommation des ménages,ISTEEBU,6113,Appareils et matériel thérapeutiques,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61131010,Termomètre numérique,1,Pièce,6233,6593
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61131020,Tensiomètre numérique,1,Pièce,58869,86856
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61131030,Verre correcteurs,1,Pièce,3354,3999
12.02,Prix moyen à la consommation des ménages,ISTEEBU,62,Services ambulatoires,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,621,Services médicaux et dentaires,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,6211,Services médicaux et dentaires,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,62111010,Consultation Généraliste en milieu public,1,Service,996,868
12.02,Prix moyen à la consommation des ménages,ISTEEBU,62111020,Consultation Généraliste en milieu privé,1,Service,2382,2807
12.02,Prix moyen à la consommation des ménages,ISTEEBU,62111030,Consultation d'un médecin spécialiste dans une clinique privée,1,Service,5923,10111
12.02,Prix moyen à la consommation des ménages,ISTEEBU,62111040,Consultation d'un médecin spécialiste dans une clinique publique,1,Service,1504,2039
12.02,Prix moyen à la consommation des ménages,ISTEEBU,62111050,Frais de pose des prothèses dentaires,1,Service,5700,7087
12.02,Prix moyen à la consommation des ménages,ISTEEBU,62111060,Plombage d'une dent,1,Service,8269,17258
12.02,Prix moyen à la consommation des ménages,ISTEEBU,623,Services paramedicaux,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,6231,Services de laboratoires et de radiologie,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,62311010,Examen de selle (Clinique publique),1,Service,1499,1650
12.02,Prix moyen à la consommation des ménages,ISTEEBU,62311020,Examen de selle (Clinique privée),1,Service,1842,1748
12.02,Prix moyen à la consommation des ménages,ISTEEBU,62311030,Examen de sang NFS (Clinique publique),1,Service,5596,5691
12.02,Prix moyen à la consommation des ménages,ISTEEBU,62311040,Examen de sang NFS (Clinique privée),1,Service,8119,7861
12.02,Prix moyen à la consommation des ménages,ISTEEBU,62311050,Radiographie d'un thorax (Clinique publique),1,Service,6921,7133
12.02,Prix moyen à la consommation des ménages,ISTEEBU,62311060,Echographie (hôpital public),1,Service,7237,7137
12.02,Prix moyen à la consommation des ménages,ISTEEBU,62311070,Radiographie d'un thorax (Clinique Privée),1,Service,10132,10000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,62311080,Echographie (Clinique privée),1,Service,10143,12573
12.02,Prix moyen à la consommation des ménages,ISTEEBU,62311090,Examen d'urine (Clinique publique),1,Service,3199,3273
12.02,Prix moyen à la consommation des ménages,ISTEEBU,62311100,Examen d'urine (Clinique privée),1,Service,3928,4360
12.02,Prix moyen à la consommation des ménages,ISTEEBU,62311110,Service d'infirmier,1,Service,1043,1043
12.02,Prix moyen à la consommation des ménages,ISTEEBU,62311120,Etablissement d'une fiche(Clinique publique),1,Service,700,1000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,62311130,Etablissement d'une fiche (Clinique privée),1,Service,1000,1000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,623,Services hospitaliers,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,6231,Services hospitaliers,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,62311010,Hospitalisation dans un hôpital public (salle commune),1,Service,1499,1000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,62311010,Hospitalisation dans une clinique public (chambre individuelle),1,Service,5000,5096
12.02,Prix moyen à la consommation des ménages,ISTEEBU,62311020,Hospitalisation dans une clinique privée (chambre individuelle),1,Service,10000,10000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,62311030,Etablissement d'une fiche d'hospitalisation (Clinique publique),1,Service,700,1000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,62311040,Etablissement d'une fiche d'hospitalisation (Clinique privée),1,Service,1000,1000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,7,TRANSPORTS,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,71,Achat de véhicules,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,711,Voitures automobiles,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,7111,Automobile,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,71111010,Toyota Land-cruiser PRADO TX-L7-M/T,1,Unité,-,161 041 812
12.02,Prix moyen à la consommation des ménages,ISTEEBU,71112010,Voiture Carina Marque TOYOTA (TI),1,Unité,-,12 078 136
12.02,Prix moyen à la consommation des ménages,ISTEEBU,71112020,Voiture Marque TOYOTA (SPACIO),1,Unité,-,15 097 670
12.02,Prix moyen à la consommation des ménages,ISTEEBU,712,Cycle et motocycle et vehicules a traction animale,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,7121,Tri-cycle,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,71211010,Vélo KINGA à  bagage,1,Unité,177 485,218 621
12.02,Prix moyen à la consommation des ménages,ISTEEBU,71211020,Vélo pour enfants,1,Unité,-,193 999
12.02,Prix moyen à la consommation des ménages,ISTEEBU,71212010,Cyclomoteurs TVS,1,Unité,946 821,1 183 960
12.02,Prix moyen à la consommation des ménages,ISTEEBU,71212020,Moto TVS 110,1,Unité,1 817 757,2 941 667
12.02,Prix moyen à la consommation des ménages,ISTEEBU,71212030,Moto SANILLI,1,Unité,2 100 000,2 336 207
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72,Dépenses d'utilisation des véhicules,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,721,Pièces de rechange et accessoires,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,7211,Pièces détachées et accessoires,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72111010,Pneu YANA 750x16 JS 14 PLY,1,Unité,204231,226223
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72111020,Pneu Yana 750x15 12 PLY,1,Unité,219792,182934
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72111030,Pneu Michelin 155 R 13 MX,1,Unité,104195,105752
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72111040,Pneu arrière pour cyclomoteur,1,Unité,38750,45517
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72111050,Pneu pour vélo à  bagage,1,Unité,14613,16379
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72111060,Pneu arrièrre pour moto TVS,1,Unité,62532,68417
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72112010,Chambre à  air R14 (voiture),1,Unité,15892,13698
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72112020,Chambre à  air pour vélo à  bagage,1,Unité,6989,4990
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72112030,Chambre à  air pour moto TVS,1,Unité,8184,8601
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72112040,Batterie YOKOHAMA pour automobile (voiture),1,Unité,131 535,160 667
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72112050,Batterie YOKOHAMA pour automobile (voiture),1,Unité,66 061,72 458
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72112060,Batterie Varta 12 V 45 AH 210A,1,Unité,93 918,125 607
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72112070,Batterie Varta 12 V 45 AH 210A,1,Unité,122 411,130 854
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72112080,Bougie d'allumage pour automobile (voiture),1,paquet,27 626,24 537
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72112090,Plaquettes de freins (voiture),1,paquet,23 897,16 457
12.02,Prix moyen à la consommation des ménages,ISTEEBU,722,Carburants et lubrifiants,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,7221,Carburants et lubrifiants,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72211010,Essence,1,Litre,2160,2341
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72212010,Gas-oil,1,Litre,2139,2324
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72213010,Huile moteur pour véhicule Diesel,1,Litre,8243,9455
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72213020,Huile moteur pour véhicule à  essence,1,Litre,8845,9739
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72213030,Huile de frein,1,Litre,6202,10 809
12.02,Prix moyen à la consommation des ménages,ISTEEBU,723,Entretien et réparations de véhicules particuliers,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,7231,Entretien et réparations de véhicules particuliers,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72311010,Lavage voiture,1,Service,2347,2220
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72311020,Lavage d'une Jeep 4X4,1,Service,3017,3274
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72311030,Collage de pneu automobile (un seul trou),1,Service,2559,2579
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72311040,Collage de pneu pour moto,1,Service,1497,1503
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72311050,Vidange,1,Service,1878,2150
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72311060,Remplacement de plaquettes de freins,1,Service,3272,3883
12.02,Prix moyen à la consommation des ménages,ISTEEBU,724,Services divers relatifs aux véhicules personnels,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,7241,Autres services relatifs aux véhicules personnels,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72411010,Vignette auto (Taxe de roulage),1,Service,26 800,-
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72411020,Contrôle technique,1,Service,13 743,16 546
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72411030,Leçon auto-école: théorie,1,Service,14 938,22 287
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72411040,Leçon auto-école: pratique,1,Service,28 799,21 107
12.02,Prix moyen à la consommation des ménages,ISTEEBU,72411050,Frais des plaques d'immatriculation véhicule,1,Service,-,100 000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,73,Services de transport,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,732,Transport routier de passagers,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,7321,Transport routier de passagers,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,73211010,Taxi-Voiture: petite course itinéraire libre,1,Service,3333,3093
12.02,Prix moyen à la consommation des ménages,ISTEEBU,73211020,Taxi - BAJAJ: petite course itinéraire libre,1,Service,1500,1361
12.02,Prix moyen à la consommation des ménages,ISTEEBU,73212010,Taxi-moto: petite course itinéraire libre,1,Service,817,717
12.02,Prix moyen à la consommation des ménages,ISTEEBU,73213010,Taxi - vélo: petite course itinéraire libre,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,73214010,Bus privé en ville,1,Billet,500,633
12.02,Prix moyen à la consommation des ménages,ISTEEBU,73215010,Transport de passager de la province vers Bujumbura Mairie,1,Billet,5789,6637
12.02,Prix moyen à la consommation des ménages,ISTEEBU,73215020,Transport de passager de de Bujumbura Mairie vers Cankuzo,1,Billet,12729,13239
12.02,Prix moyen à la consommation des ménages,ISTEEBU,73215030,Transport de passager de de Bujumbura Mairie vers Muyinga,1,Billet,6532,11000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,73215040,Transport de passager de de Bujumbura Mairie vers Makamba,1,Billet,811,10000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,73215050,Transport de passager de de Bujumbura Mairie vers Gitega,1,Billet,"",6500
12.02,Prix moyen à la consommation des ménages,ISTEEBU,73215060,Transport de passager de de Bujumbura Mairie vers Cibitoke,1,Billet,1610,4000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,733,Transport aérien de passagers,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,7331,Transport aérien de passagers,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,73311010,Transport aérien Bujumbura-Nairobi,1,Billet,881101,869983
12.02,Prix moyen à la consommation des ménages,ISTEEBU,73311020,Transport aérien Bujumbura-Addis,1,Billet,1022306,1079904
12.02,Prix moyen à la consommation des ménages,ISTEEBU,73311030,Transport aérien Bujumbura-Belgique,1,Billet,-,2126262
12.02,Prix moyen à la consommation des ménages,ISTEEBU,73311040,Transport aérien Bujumbura-Dubaï,1,Billet,747701,774915
12.02,Prix moyen à la consommation des ménages,ISTEEBU,736,Autres types de transports et services de transport,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,7361,Autres types de transports et services de transport,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,73611010,Location de véhicule avec chauffeur voiture (TI),1,Jour,60000,70000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,73611020,Location de véhicule avec chauffeur jeep (PRADO),1,Jour,70000,80000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,8,COMMUNICATION,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81,Communication,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,811,Services postaux,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,8111,Services postaux,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81111010,Frais d'envoi de mandat postal Intérieur du pays (mandat de 20 000 F),1,Service,1849,1849
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81111020,Envoi de Courrier (20 à  50 kg) Intérieur du pays,1,Service,3675,3675
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81111030,Lettre à  la poste vers l'Intérieur,1,Service,881,881
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81111040,Lettre à  la poste vers l'Afrique,1,Service,1206,1206
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81111050,Lettre à  la poste vers l'Europe,1,Service,1228,1228
12.02,Prix moyen à la consommation des ménages,ISTEEBU,812,Matériel de téléphonie et de télécopie,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,8121,Matériel de téléphonie et de télécopie,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81212010,Poste de téléphone mobile Nokia,1,Unité,32566,36242
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81212020,Poste de téléphone mobile Samsung,1,Unité,25167,40260
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81212030,Téléphone mobile ITEL,1,Unité,35457,41764
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81212040,Téléphone mobile TECHNO (Android),1,Unité,50867,127389
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81212050,Téléphone mobile SAMSUNG (Android),1,Unité,-,190809
12.02,Prix moyen à la consommation des ménages,ISTEEBU,9,LOISIRS ET CULTURES,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,91,Matériel audiovisuel,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,911,Appareils de réception,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,9111,Appareils de réception,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,91111010,Radio simple,1,Unité,22423,24352
12.02,Prix moyen à la consommation des ménages,ISTEEBU,91111020,SABUFA (Sonny),1,Unité,139178,153927
12.02,Prix moyen à la consommation des ménages,ISTEEBU,91112010," Téléviseur SHARP en couleur 55 cm (21"")",1,Unité,219692,207789
12.02,Prix moyen à la consommation des ménages,ISTEEBU,91112020," Téléviseur SONY en couleur 55 cm (21"") i",1,Unité,185805,229906
12.02,Prix moyen à la consommation des ménages,ISTEEBU,91112030," Téléviseur JVC en couleur 55 cm (21"")",1,Unité,183269,248020
12.02,Prix moyen à la consommation des ménages,ISTEEBU,91112040," Téléviseur numérique écran plat (32"") ""Samsung""",1,Unité,653958,813752
12.02,Prix moyen à la consommation des ménages,ISTEEBU,91112050,Antenne de télévision (Air Start),1,Unité,34604,33747
12.02,Prix moyen à la consommation des ménages,ISTEEBU,91112060,Décodeur de chaine cryptée,1,Unité,65251,87375
12.02,Prix moyen à la consommation des ménages,ISTEEBU,91113010,Lecteur DVD,1,Unité,70447,74859
12.02,Prix moyen à la consommation des ménages,ISTEEBU,913,Matériel de traitement de l'information et supports d'enregistrement,"","",1 042 448,""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,9131,Matériel de traitement de l'information et supports d'enregistrement,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,91311010,Calculatrice scientifique CASIO,1,Unité,8471,10103
12.02,Prix moyen à la consommation des ménages,ISTEEBU,91311020,Calculatrice commerciale,1,Unité,6193,7847
12.02,Prix moyen à la consommation des ménages,ISTEEBU,91311030,Micro-ordinateur HP,1,Unité,-,910235
12.02,Prix moyen à la consommation des ménages,ISTEEBU,91311040,Micro-ordinateur portable HP,1,Unité,1300000,1404398
12.02,Prix moyen à la consommation des ménages,ISTEEBU,91311050,Micro-ordinateur portable TOSHIBA,1,Unité,-,-
12.02,Prix moyen à la consommation des ménages,ISTEEBU,91311060,Micro-ordinateur portable Net book SAMSUNG,1,Unité,1404167,1951250
12.02,Prix moyen à la consommation des ménages,ISTEEBU,91311070,Micro-ordinateur portable Net book ACER,1,Unité,1042448,1683333
12.02,Prix moyen à la consommation des ménages,ISTEEBU,91311080,Onduleur APC 650 VA,1,Unité,194627,256809
12.02,Prix moyen à la consommation des ménages,ISTEEBU,91311090,Onduleur UPS 1500 VA,1,Unité,500000,500000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,91311100,Logiciel Anti-virus (Kaspersky),1,Unité,40000,44539
12.02,Prix moyen à la consommation des ménages,ISTEEBU,91311110,Clé USB (flash disk 4 GB),1,Unité,10077,12533
12.02,Prix moyen à la consommation des ménages,ISTEEBU,91311120,Carte Mémoire (2 GB),1,Unité,7063,8860
12.02,Prix moyen à la consommation des ménages,ISTEEBU,93,Autres articles et matériel de loisirs,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,931,Jeux et jouets,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,9311,Jeux et jouets,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,93111010,Voiture (jouet,1,Unité,3300,5135
12.02,Prix moyen à la consommation des ménages,ISTEEBU,93111020,Carte (Titanique),1,Paquet,453,457
12.02,Prix moyen à la consommation des ménages,ISTEEBU,93111030,Ballon en plastique pour enfant,1,Unité,1829,1919
