id_tableau,titre_tableau,source,Désignations,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
11.07,Evolution de la production et de la consommation d'électricité au Burundi (en GWh)., REGIDESO,Production,"111,4","116,4","241,4","245,4","246,0","263,9","264,5","257,4","287,4","259,4","316,1"
11.07,Evolution de la production et de la consommation d'électricité au Burundi (en GWh)., REGIDESO,Consommation,"206,4","206,7","189,2","199,3","199,7","205,5","228,7","183,4","208,4","186,4","219,6"
