id_tableau,titre_tableau,source,categorie,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
9.18,Animaux de boucherie abattus pour la consommation,MINAGRI (Abattoir),Bovins,22404,48691,39870,39000,49690,60339,37063,50232,97761,97761,97761,71572
9.18,Animaux de boucherie abattus pour la consommation,MINAGRI (Abattoir),Porcins,37194,182625,46878,52287,53355,73112,68159,104473,123450,123450,123450,163281
9.18,Animaux de boucherie abattus pour la consommation,MINAGRI (Abattoir),Ovins,27563,42211,55988,61511,43713,96529,122531,91001,236726,236726,236726,164172
9.18,Animaux de boucherie abattus pour la consommation,MINAGRI (Abattoir),Caprins,157493,305025,253882,222768,262686,533502,244356,298394,975159,975159,975159,469803
