id_tableau,titre_tableau,source,categorie,sous_categorie,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
3.24,Répartition de la flore vasculaire du Burundi selon les familles,INECN/ OBPE,Familles floriques,Gymnospermes,1,1,1,1,1,1,1,1,1,1,1,1,1
3.24,Répartition de la flore vasculaire du Burundi selon les familles,INECN/ OBPE,Familles floriques,Pteridophytes,34,34,34,34,34,34,34,34,34,34,34,34,34
3.24,Répartition de la flore vasculaire du Burundi selon les familles,INECN/ OBPE,Familles floriques,Dicotylédones,133,133,133,133,133,133,133,133,133,133,133,133,133
3.24,Répartition de la flore vasculaire du Burundi selon les familles,INECN/ OBPE,Familles floriques,Monocotylédones,27,27,27,27,27,27,27,27,27,27,27,27,27
3.24,Répartition de la flore vasculaire du Burundi selon les familles,INECN/ OBPE,Familles floriques,Total,195,195,195,195,195,195,195,195,195,195,195,195,195
