id_tableau,titre_tableau,source,categorie,2013,2014,2015,2016
19.03,Evolution du nombre de Magistrats ayant exercé dans les jurdictions,Ministère de la Justice,Cour Suprême,21,18,26,25
19.03,Evolution du nombre de Magistrats ayant exercé dans les jurdictions,Ministère de la Justice,Cours d'Appel,45,65,64,77
19.03,Evolution du nombre de Magistrats ayant exercé dans les jurdictions,Ministère de la Justice,Tribunaux de grande Instance,262,238,131,190
19.03,Evolution du nombre de Magistrats ayant exercé dans les jurdictions,Ministère de la Justice,Juridictions Spécialisées,69,67,34,72
