id_tableau,titre_tableau,source,categorie,2016,2017,2018
20.15,Statistiques sur les permis de conduire internationaux renouvelés ou changés,MSP,Permis International demandé,277,125,-
20.15,Statistiques sur les permis de conduire internationaux renouvelés ou changés,MSP,Permis International délivré,277,99,131
20.15,Statistiques sur les permis de conduire internationaux renouvelés ou changés,MSP,Recette en FBU,17 580 000,6 140 000,8 580 000
