id_tableau,titre_tableau,source,categorie,sous_categorie,2002,2006,2008,2014
2.09,Nombre de ménages avec eau potable de boisson par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Bubanza,47667,33075,41399,54640
2.09,Nombre de ménages avec eau potable de boisson par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Bujumbura,75640,77548,64138,106151
2.09,Nombre de ménages avec eau potable de boisson par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Bururi,44716,55861,55290,97373
2.09,Nombre de ménages avec eau potable de boisson par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Cankuzo,17504,20097,29844,35424
2.09,Nombre de ménages avec eau potable de boisson par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Cibitoke,55757,38178,58380,80645
2.09,Nombre de ménages avec eau potable de boisson par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Gitega,117377,90459,118919,149555
2.09,Nombre de ménages avec eau potable de boisson par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Karusi,61096,52875,75603,82108
2.09,Nombre de ménages avec eau potable de boisson par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Kayanza,85740,86693,104725,133513
2.09,Nombre de ménages avec eau potable de boisson par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Kirundo,65974,76446,88242,125089
2.09,Nombre de ménages avec eau potable de boisson par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Makamba,57881,31347,50109,62470
