id_tableau,titre_tableau,source,categorie,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
9.20 ,Evolution de la superficie palmicole de variété tenera (Ha),OHP Rumonge,Production tonnes d'huile/an,11164,12977,12217,11418,9689,9923,15778,18468,16571,19216,21847,23658
9.20 ,Evolution de la superficie palmicole de variété tenera (Ha),OHP Rumonge,"Superficie occupee par la 
variete TENERA (en ha)",9578,10036.4,10874.2,11619.7,"",12578.2,14001.1,15114.1,15450.6,15450.6,15853.9,15854
9.20 ,Evolution de la superficie palmicole de variété tenera (Ha),OHP Rumonge,"Superficie occupee par la 
variete DURA (en ha)",8858,8858,8858,8858,8858,8858,8858,858,8858,8858,"",""
9.20 ,Evolution de la superficie palmicole de variété tenera (Ha),OHP Rumonge,Prix moyen (kg),650,1100,1500,1150,1450,1556,1633,1512,1512,1193,1690,1844
9.20 ,Evolution de la superficie palmicole de variété tenera (Ha),OHP Rumonge,Taux usine %,18,18,18,18,18,20,20,20,21,21,21,""
9.20 ,Evolution de la superficie palmicole de variété tenera (Ha),OHP Rumonge,Quantités engrais (en kg),52827,41209,9921,22227,46283,24820,68108,24852,34306,3372,21942,35646
9.20 ,Evolution de la superficie palmicole de variété tenera (Ha),OHP Rumonge,"Quantités noix palmistes (en 
tonnes)",2480,2883,2687,2499,2130,1400,8248,17382,34692,42404,49749,""
