id_tableau,titre_tableau,source,categorie,sous_categorie,2002,2006,2008,2014
2.07,Nombre de logements avec toit moderne par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Bubanza,27382,21830,31613,54032
2.07,Nombre de logements avec toit moderne par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Bujumbura,49428,58776,64890,97108
2.07,Nombre de logements avec toit moderne par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Bururi,33837,37102,56841,89896
2.07,Nombre de logements avec toit moderne par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Cankuzo,12444,10172,17173,26744
2.07,Nombre de logements avec toit moderne par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Cibitoke,34398,29658,46495,78543
2.07,Nombre de logements avec toit moderne par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Gitega,78394,90099,114022,166677
2.07,Nombre de logements avec toit moderne par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Karusi,34372,35996,45619,72138
2.07,Nombre de logements avec toit moderne par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Kayanza,92221,100110,111990,123920
2.07,Nombre de logements avec toit moderne par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Kirundo,50272,56726,71651,112586
2.07,Nombre de logements avec toit moderne par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Makamba,27832,26782,49860,72511
2.07,Nombre de logements avec toit moderne par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Muramvya,39751,42868,51059,63623
2.07,Nombre de logements avec toit moderne par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Mwaro,28585,32572,37779,54321
2.07,Nombre de logements avec toit moderne par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Muyinga,56757,51117,67084,115194
2.07,Nombre de logements avec toit moderne par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Ngozi,79485,81502,98497,137226
2.07,Nombre de logements avec toit moderne par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Rutana,14655,20848,28268,45234
2.07,Nombre de logements avec toit moderne par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Ruyigi,22754,23170,35660,49852
2.07,Nombre de logements avec toit moderne par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Bujumbura Mairie,73293,60212,92914,120488
2.07,Nombre de logements avec toit moderne par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Province,Rumonge,-,-,-,-
2.07,Nombre de logements avec toit moderne par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Burundi,Urbain,-,73179,144351,186071
2.07,Nombre de logements avec toit moderne par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Burundi,Rural,-,681951,877445,1294023
2.07,Nombre de logements avec toit moderne par province,"QUID 2002, QUIBB 2006, RGPH 2008, ECVMB 2013-2014",Burundi,Ensemble,755990,790043,1018074,1480094
