id_tableau,titre_tableau,source,categorie,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
3.06,Evolution mensuelle des précipitations par station météorologique de Imbo - Sems (en mm),IGEBU,Janvier,-,-,-,339,"205,8",67,"51,1","101,7","87,8","94,7",222,"35,9","74,5"
3.06,Evolution mensuelle des précipitations par station météorologique de Imbo - Sems (en mm),IGEBU,Février ,-,-,-,"101,2",184,"99,1","123,3",56,"114,3","85,8","168,9","121,2","53,6"
3.06,Evolution mensuelle des précipitations par station météorologique de Imbo - Sems (en mm),IGEBU,Mars,-,-,-,105,"184,2",198,"63,6","115,2","101,6","163,1","63,2","146,2","117,6"
3.06,Evolution mensuelle des précipitations par station météorologique de Imbo - Sems (en mm),IGEBU,Avril,-,-,-,"141,7","101,5","109,9","166,2","151,8","61,5","52,1","45,6","69,9","343,1"
3.06,Evolution mensuelle des précipitations par station météorologique de Imbo - Sems (en mm),IGEBU,Mai,-,-,-,"97,6","32,4","83,7","55,3","19,4","0,6","57,2","25,3","31,2","66,1"
3.06,Evolution mensuelle des précipitations par station météorologique de Imbo - Sems (en mm),IGEBU,Juin,-,-,-,0,"5,9","31,4","71,2",0,"7,7","23,7",0,0,"0,0"
3.06,Evolution mensuelle des précipitations par station météorologique de Imbo - Sems (en mm),IGEBU,Juillet,-,-,-,0,0,"21,7",0,"23,3",0,0,0,"0,2","16,9"
3.06,Evolution mensuelle des précipitations par station météorologique de Imbo - Sems (en mm),IGEBU,Août,-,-,-,152,0,"3,8","69,5","69,5","66,2",4,"3,2","33,2","54,5"
3.06,Evolution mensuelle des précipitations par station météorologique de Imbo - Sems (en mm),IGEBU,Septembre,-,-,-,"9,8","71,7","57,5","91,8","91,8","53,2",68,"8,1","32,9","27,2"
3.06,Evolution mensuelle des précipitations par station météorologique de Imbo - Sems (en mm),IGEBU,Octobre,-,-,-,"87,5","33,1","72,5",54,54,"90,2","78,5","64,5","40,3","57,6"
