id_tableau,titre_tableau,source,categorie,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
3.18,Evolution mensuelle des précipitations par station météorologique de Gisozi (en mm),IGEBU,Janvier,211,184,"136,6","281,2","183,9","178,2","209,4","132,4","217,3","179,2","325,4","127,1","208,4"
3.18,Evolution mensuelle des précipitations par station météorologique de Gisozi (en mm),IGEBU,Février,162,211,"265,8","209,3","159,7","145,6","404,5","160,1","212,2","252,1","175,2","163,3","128,5"
3.18,Evolution mensuelle des précipitations par station météorologique de Gisozi (en mm),IGEBU,Mars,181,"11,9","220,7","232,8",238,160,"341,8","156,9","176,4","229,9","137,4","248,2","168,8"
3.18,Evolution mensuelle des précipitations par station météorologique de Gisozi (en mm),IGEBU,Avril,195,238,"133,9","189,9","149,8","297,3","536,4","206,1","185,2",-,"211,9","139,3","247,5"
3.18,Evolution mensuelle des précipitations par station météorologique de Gisozi (en mm),IGEBU,Mai,236,111,20,"113,4","69,4","119,3",332,"58,5",165,"113,1","38,4","63,9","122,5"
3.18,Evolution mensuelle des précipitations par station météorologique de Gisozi (en mm),IGEBU,Juin,0,22,"15,5","8,3","8,8",46,59,0,"27,9",10,"4,3",0,"0,2"
3.18,Evolution mensuelle des précipitations par station météorologique de Gisozi (en mm),IGEBU,Juillet,"1,8","22,5",6,"4,8",0,"24,2","0,9",0,"4,9",0,0,"2,9",0
3.18,Evolution mensuelle des précipitations par station météorologique de Gisozi (en mm),IGEBU,Août,"31,4",41,"13,5","24,4",0,"9,9","41,4",23,"42,1","6,7",11,"26,4","72,8"
3.18,Evolution mensuelle des précipitations par station météorologique de Gisozi (en mm),IGEBU,Septembre,"44,4","53,6","230,9","41,6","89,7","93,5","70,9","147,4","224,7","76,1","35,9","23,63","45,1"
3.18,Evolution mensuelle des précipitations par station météorologique de Gisozi (en mm),IGEBU,Octobre,"51,7",123,"82,3","145,9","202,6","99,4",185,"306,4","224,7","234,3","161,5","151,7","103,2"
3.18,Evolution mensuelle des précipitations par station météorologique de Gisozi (en mm),IGEBU,Novembre,"31,7",179,"138,3","174,3",142,"300,6","156,2","578,3","172,7",-,"106,4","210,7",167
3.18,Evolution mensuelle des précipitations par station météorologique de Gisozi (en mm),IGEBU,Décembre,"26,7",138,-,"197,1","222,4","260,3","262,2","279,5","224,3","215,9","192,6","94,1","176,7"
3.18,Evolution mensuelle des précipitations par station météorologique de Gisozi (en mm),IGEBU,Moyenne annuelle,"142,0","111,3","114,9","132,2","122,2","144,5","216,6","170,7","156,5","103,4","116,7","104,3","120,1"
