id_tableau,titre_tableau,source,Rubriques,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
10.17. ,Evolution des recettes postales (montant en millier), Régie Nationale des Postes (R.N.P.),Montant perçu en franc burundais ,"3 709 797,7","4 296 768,9","5 466 924,9","5 642 906,6","7 370 304,0","7 310 341,8","7 963 930,1","8 913 079,0","8 896 171,0","9 452 288,0","6 114 708,0"
