id_tableau,titre_tableau,source,Désignations,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
11.09,Evolution des énergies électriques importées et consommées.,REGIDESO,Energie importée,96 158,81 700,99 436,104 121,104 310,103 229,91 097,91 690,119 932,85 239,83 736
11.09,Evolution des énergies électriques importées et consommées.,REGIDESO,Energie consommée,161 717,165 763,189 128,199 292,125 424,134 545,228 670,183 390,208 308,186 369,219 618
